"date","location","observation","age_group","target"
2022-09-10,"47",694,"0-130","inc hosp"
2022-09-17,"47",539,"0-130","inc hosp"
2022-09-24,"47",443,"0-130","inc hosp"
2022-10-01,"47",383,"0-130","inc hosp"
2021-10-09,"48",4789,"0-130","inc hosp"
2021-10-16,"48",3919,"0-130","inc hosp"
2021-10-23,"48",3249,"0-130","inc hosp"
2021-10-30,"48",2595,"0-130","inc hosp"
2021-11-06,"48",2131,"0-130","inc hosp"
2021-11-13,"48",2239,"0-130","inc hosp"
2021-11-20,"48",2301,"0-130","inc hosp"
2021-11-27,"48",2343,"0-130","inc hosp"
2021-12-04,"48",2746,"0-130","inc hosp"
2021-12-11,"48",2936,"0-130","inc hosp"
2021-12-18,"48",2813,"0-130","inc hosp"
2021-12-25,"48",3747,"0-130","inc hosp"
2022-01-01,"48",8005,"0-130","inc hosp"
2022-01-08,"48",11441,"0-130","inc hosp"
2022-01-15,"48",13970,"0-130","inc hosp"
2022-01-22,"48",14395,"0-130","inc hosp"
2022-01-29,"48",13043,"0-130","inc hosp"
2022-02-05,"48",10170,"0-130","inc hosp"
2022-02-12,"48",7320,"0-130","inc hosp"
2022-02-19,"48",5094,"0-130","inc hosp"
2022-02-26,"48",3362,"0-130","inc hosp"
2022-03-05,"48",2426,"0-130","inc hosp"
2022-03-12,"48",1806,"0-130","inc hosp"
2022-03-19,"48",1420,"0-130","inc hosp"
2022-03-26,"48",1135,"0-130","inc hosp"
2022-04-02,"48",954,"0-130","inc hosp"
2022-04-09,"48",929,"0-130","inc hosp"
2022-04-16,"48",792,"0-130","inc hosp"
2022-04-23,"48",773,"0-130","inc hosp"
2022-04-30,"48",712,"0-130","inc hosp"
2022-05-07,"48",789,"0-130","inc hosp"
2022-05-14,"48",870,"0-130","inc hosp"
2022-05-21,"48",1000,"0-130","inc hosp"
2022-05-28,"48",1240,"0-130","inc hosp"
2022-06-04,"48",1576,"0-130","inc hosp"
2022-06-11,"48",2102,"0-130","inc hosp"
2022-06-18,"48",2319,"0-130","inc hosp"
2022-06-25,"48",2748,"0-130","inc hosp"
2022-07-02,"48",3258,"0-130","inc hosp"
2022-07-09,"48",3893,"0-130","inc hosp"
2022-07-16,"48",4312,"0-130","inc hosp"
2022-07-23,"48",4539,"0-130","inc hosp"
2022-07-30,"48",4457,"0-130","inc hosp"
2022-08-06,"48",4304,"0-130","inc hosp"
2022-08-13,"48",3864,"0-130","inc hosp"
2022-08-20,"48",3350,"0-130","inc hosp"
2022-08-27,"48",3126,"0-130","inc hosp"
2022-09-03,"48",3042,"0-130","inc hosp"
2022-09-10,"48",2831,"0-130","inc hosp"
2022-09-17,"48",2648,"0-130","inc hosp"
2022-09-24,"48",2223,"0-130","inc hosp"
2022-10-01,"48",1726,"0-130","inc hosp"
2021-10-09,"US",51623,"0-130","inc hosp"
2021-10-16,"US",45864,"0-130","inc hosp"
2021-10-23,"US",41409,"0-130","inc hosp"
2021-10-30,"US",38250,"0-130","inc hosp"
2021-11-06,"US",36321,"0-130","inc hosp"
2021-11-13,"US",39173,"0-130","inc hosp"
2021-11-20,"US",42039,"0-130","inc hosp"
2021-11-27,"US",44566,"0-130","inc hosp"
2021-12-04,"US",51258,"0-130","inc hosp"
2021-12-11,"US",56697,"0-130","inc hosp"
2021-12-18,"US",56096,"0-130","inc hosp"
2021-12-25,"US",62798,"0-130","inc hosp"
2022-01-01,"US",100885,"0-130","inc hosp"
2022-01-08,"US",141215,"0-130","inc hosp"
2022-01-15,"US",156064,"0-130","inc hosp"
2022-01-22,"US",146506,"0-130","inc hosp"
2022-01-29,"US",129361,"0-130","inc hosp"
2022-02-05,"US",100349,"0-130","inc hosp"
2022-02-12,"US",74452,"0-130","inc hosp"
2022-02-19,"US",51662,"0-130","inc hosp"
2022-02-26,"US",36066,"0-130","inc hosp"
2022-03-05,"US",26332,"0-130","inc hosp"
2022-03-12,"US",19972,"0-130","inc hosp"
2022-03-19,"US",15070,"0-130","inc hosp"
2022-03-26,"US",12232,"0-130","inc hosp"
2022-04-02,"US",11203,"0-130","inc hosp"
2022-04-09,"US",10714,"0-130","inc hosp"
2022-04-16,"US",11479,"0-130","inc hosp"
2022-04-23,"US",13032,"0-130","inc hosp"
2022-04-30,"US",15125,"0-130","inc hosp"
2022-05-07,"US",18503,"0-130","inc hosp"
2022-05-14,"US",21376,"0-130","inc hosp"
2022-05-21,"US",25304,"0-130","inc hosp"
2022-05-28,"US",27417,"0-130","inc hosp"
2022-06-04,"US",29137,"0-130","inc hosp"
2022-06-11,"US",30710,"0-130","inc hosp"
2022-06-18,"US",31748,"0-130","inc hosp"
2022-06-25,"US",34078,"0-130","inc hosp"
2022-07-02,"US",37583,"0-130","inc hosp"
2022-07-09,"US",40875,"0-130","inc hosp"
2022-07-16,"US",44717,"0-130","inc hosp"
2022-07-23,"US",47261,"0-130","inc hosp"
2022-07-30,"US",46436,"0-130","inc hosp"
2022-08-06,"US",46224,"0-130","inc hosp"
2022-08-13,"US",43361,"0-130","inc hosp"
2022-08-20,"US",40507,"0-130","inc hosp"
2022-08-27,"US",39153,"0-130","inc hosp"
2022-09-03,"US",36629,"0-130","inc hosp"
2022-09-10,"US",33359,"0-130","inc hosp"
2022-09-17,"US",30509,"0-130","inc hosp"
2022-09-24,"US",28131,"0-130","inc hosp"
2022-10-01,"US",26147,"0-130","inc hosp"
2021-10-09,"49",575,"0-130","inc hosp"
2021-10-16,"49",503,"0-130","inc hosp"
2021-10-23,"49",530,"0-130","inc hosp"
2021-10-30,"49",544,"0-130","inc hosp"
2021-11-06,"49",589,"0-130","inc hosp"
2021-11-13,"49",537,"0-130","inc hosp"
2021-11-20,"49",513,"0-130","inc hosp"
2021-11-27,"49",484,"0-130","inc hosp"
2021-12-04,"49",515,"0-130","inc hosp"
2021-12-11,"49",485,"0-130","inc hosp"
2021-12-18,"49",447,"0-130","inc hosp"
2021-12-25,"49",421,"0-130","inc hosp"
2022-01-01,"49",479,"0-130","inc hosp"
2022-01-08,"49",648,"0-130","inc hosp"
2022-01-15,"49",918,"0-130","inc hosp"
2022-01-22,"49",1171,"0-130","inc hosp"
2022-01-29,"49",1116,"0-130","inc hosp"
2022-02-05,"49",1003,"0-130","inc hosp"
2022-02-12,"49",764,"0-130","inc hosp"
2022-02-19,"49",509,"0-130","inc hosp"
2022-02-26,"49",353,"0-130","inc hosp"
2022-03-05,"49",298,"0-130","inc hosp"
2022-03-12,"49",244,"0-130","inc hosp"
2022-03-19,"49",133,"0-130","inc hosp"
2022-03-26,"49",112,"0-130","inc hosp"
2022-04-02,"49",75,"0-130","inc hosp"
2022-04-09,"49",79,"0-130","inc hosp"
2022-04-16,"49",70,"0-130","inc hosp"
2022-04-23,"49",67,"0-130","inc hosp"
2022-04-30,"49",79,"0-130","inc hosp"
2022-05-07,"49",94,"0-130","inc hosp"
2022-05-14,"49",118,"0-130","inc hosp"
2022-05-21,"49",165,"0-130","inc hosp"
2022-05-28,"49",182,"0-130","inc hosp"
2022-06-04,"49",212,"0-130","inc hosp"
2022-06-11,"49",255,"0-130","inc hosp"
2022-06-18,"49",295,"0-130","inc hosp"
2022-06-25,"49",284,"0-130","inc hosp"
2022-07-02,"49",368,"0-130","inc hosp"
2022-07-09,"49",373,"0-130","inc hosp"
2022-07-16,"49",375,"0-130","inc hosp"
2022-07-23,"49",355,"0-130","inc hosp"
2022-07-30,"49",356,"0-130","inc hosp"
2022-08-06,"49",326,"0-130","inc hosp"
2022-08-13,"49",304,"0-130","inc hosp"
2022-08-20,"49",252,"0-130","inc hosp"
2022-08-27,"49",210,"0-130","inc hosp"
2022-09-03,"49",206,"0-130","inc hosp"
2022-09-10,"49",178,"0-130","inc hosp"
2022-09-17,"49",163,"0-130","inc hosp"
2022-09-24,"49",165,"0-130","inc hosp"
2022-10-01,"49",149,"0-130","inc hosp"
2021-10-09,"51",1120,"0-130","inc hosp"
2021-10-16,"51",1026,"0-130","inc hosp"
2021-10-23,"51",846,"0-130","inc hosp"
2021-10-30,"51",716,"0-130","inc hosp"
2021-11-06,"51",607,"0-130","inc hosp"
2021-11-13,"51",627,"0-130","inc hosp"
2021-11-20,"51",579,"0-130","inc hosp"
2021-11-27,"51",700,"0-130","inc hosp"
2021-12-04,"51",866,"0-130","inc hosp"
2021-12-11,"51",1083,"0-130","inc hosp"
2021-12-18,"51",1107,"0-130","inc hosp"
2021-12-25,"51",1241,"0-130","inc hosp"
2022-01-01,"51",2268,"0-130","inc hosp"
2022-01-08,"51",3246,"0-130","inc hosp"
2022-01-15,"51",3337,"0-130","inc hosp"
2022-01-22,"51",3077,"0-130","inc hosp"
2022-01-29,"51",2636,"0-130","inc hosp"
2022-02-05,"51",2037,"0-130","inc hosp"
2022-02-12,"51",1531,"0-130","inc hosp"
2022-02-19,"51",1144,"0-130","inc hosp"
2022-02-26,"51",811,"0-130","inc hosp"
2022-03-05,"51",559,"0-130","inc hosp"
2022-03-12,"51",366,"0-130","inc hosp"
2022-03-19,"51",329,"0-130","inc hosp"
2022-03-26,"51",232,"0-130","inc hosp"
2022-04-02,"51",231,"0-130","inc hosp"
2022-04-09,"51",176,"0-130","inc hosp"
2022-04-16,"51",176,"0-130","inc hosp"
2022-04-23,"51",256,"0-130","inc hosp"
2022-04-30,"51",233,"0-130","inc hosp"
2022-05-07,"51",357,"0-130","inc hosp"
2022-05-14,"51",439,"0-130","inc hosp"
2022-05-21,"51",571,"0-130","inc hosp"
2022-05-28,"51",607,"0-130","inc hosp"
2022-06-04,"51",644,"0-130","inc hosp"
2022-06-11,"51",712,"0-130","inc hosp"
2022-06-18,"51",700,"0-130","inc hosp"
2022-06-25,"51",664,"0-130","inc hosp"
2022-07-02,"51",702,"0-130","inc hosp"
2022-07-09,"51",741,"0-130","inc hosp"
2022-07-16,"51",833,"0-130","inc hosp"
2022-07-23,"51",834,"0-130","inc hosp"
2022-07-30,"51",917,"0-130","inc hosp"
2022-08-06,"51",926,"0-130","inc hosp"
2022-08-13,"51",947,"0-130","inc hosp"
2022-08-20,"51",912,"0-130","inc hosp"
2022-08-27,"51",862,"0-130","inc hosp"
2022-09-03,"51",833,"0-130","inc hosp"
2022-09-10,"51",786,"0-130","inc hosp"
2022-09-17,"51",704,"0-130","inc hosp"
2022-09-24,"51",617,"0-130","inc hosp"
2022-10-01,"51",521,"0-130","inc hosp"
2021-10-09,"78",3,"0-130","inc hosp"
2021-10-16,"78",2,"0-130","inc hosp"
2021-10-23,"78",4,"0-130","inc hosp"
2021-10-30,"78",4,"0-130","inc hosp"
2021-11-06,"78",2,"0-130","inc hosp"
2021-11-13,"78",1,"0-130","inc hosp"
2021-11-20,"78",5,"0-130","inc hosp"
2021-11-27,"78",2,"0-130","inc hosp"
2021-12-04,"78",1,"0-130","inc hosp"
2021-12-11,"78",2,"0-130","inc hosp"
2021-12-18,"78",3,"0-130","inc hosp"
2021-12-25,"78",4,"0-130","inc hosp"
2022-01-01,"78",10,"0-130","inc hosp"
2022-01-08,"78",15,"0-130","inc hosp"
2022-01-15,"78",16,"0-130","inc hosp"
2022-01-22,"78",32,"0-130","inc hosp"
2022-01-29,"78",21,"0-130","inc hosp"
2022-02-05,"78",4,"0-130","inc hosp"
2022-02-12,"78",5,"0-130","inc hosp"
2022-02-19,"78",1,"0-130","inc hosp"
2022-02-26,"78",1,"0-130","inc hosp"
2022-03-05,"78",1,"0-130","inc hosp"
2022-03-12,"78",2,"0-130","inc hosp"
2022-03-19,"78",1,"0-130","inc hosp"
2022-03-26,"78",2,"0-130","inc hosp"
2022-04-02,"78",0,"0-130","inc hosp"
2022-04-09,"78",2,"0-130","inc hosp"
2022-04-16,"78",2,"0-130","inc hosp"
2022-04-23,"78",3,"0-130","inc hosp"
2022-04-30,"78",4,"0-130","inc hosp"
2022-05-07,"78",5,"0-130","inc hosp"
2022-05-14,"78",9,"0-130","inc hosp"
2022-05-21,"78",20,"0-130","inc hosp"
2022-05-28,"78",16,"0-130","inc hosp"
2022-06-04,"78",5,"0-130","inc hosp"
2022-06-11,"78",10,"0-130","inc hosp"
2022-06-18,"78",4,"0-130","inc hosp"
2022-06-25,"78",4,"0-130","inc hosp"
2022-07-02,"78",3,"0-130","inc hosp"
2022-07-09,"78",12,"0-130","inc hosp"
2022-07-16,"78",8,"0-130","inc hosp"
2022-07-23,"78",6,"0-130","inc hosp"
2022-07-30,"78",10,"0-130","inc hosp"
2022-08-06,"78",1,"0-130","inc hosp"
2022-08-13,"78",5,"0-130","inc hosp"
2022-08-20,"78",11,"0-130","inc hosp"
2022-08-27,"78",8,"0-130","inc hosp"
2022-09-03,"78",17,"0-130","inc hosp"
2022-09-10,"78",9,"0-130","inc hosp"
2022-09-17,"78",7,"0-130","inc hosp"
2022-09-24,"78",10,"0-130","inc hosp"
2022-10-01,"78",2,"0-130","inc hosp"
2021-10-09,"50",46,"0-130","inc hosp"
2021-10-16,"50",69,"0-130","inc hosp"
2021-10-23,"50",58,"0-130","inc hosp"
2021-10-30,"50",71,"0-130","inc hosp"
2021-11-06,"50",72,"0-130","inc hosp"
2021-11-13,"50",74,"0-130","inc hosp"
2021-11-20,"50",76,"0-130","inc hosp"
2021-11-27,"50",87,"0-130","inc hosp"
2021-12-04,"50",121,"0-130","inc hosp"
2021-12-11,"50",125,"0-130","inc hosp"
2021-12-18,"50",79,"0-130","inc hosp"
2021-12-25,"50",80,"0-130","inc hosp"
2022-01-01,"50",99,"0-130","inc hosp"
2022-01-08,"50",122,"0-130","inc hosp"
2022-01-15,"50",177,"0-130","inc hosp"
2022-01-22,"50",160,"0-130","inc hosp"
2022-01-29,"50",144,"0-130","inc hosp"
2022-02-05,"50",116,"0-130","inc hosp"
2022-02-12,"50",90,"0-130","inc hosp"
2022-02-19,"50",80,"0-130","inc hosp"
2022-02-26,"50",58,"0-130","inc hosp"
2022-03-05,"50",47,"0-130","inc hosp"
2022-03-12,"50",30,"0-130","inc hosp"
2022-03-19,"50",42,"0-130","inc hosp"
2022-03-26,"50",38,"0-130","inc hosp"
2022-04-02,"50",33,"0-130","inc hosp"
2022-04-09,"50",48,"0-130","inc hosp"
2022-04-16,"50",44,"0-130","inc hosp"
2022-04-23,"50",79,"0-130","inc hosp"
2022-04-30,"50",130,"0-130","inc hosp"
2022-05-07,"50",111,"0-130","inc hosp"
2022-05-14,"50",82,"0-130","inc hosp"
2022-05-21,"50",73,"0-130","inc hosp"
2022-05-28,"50",73,"0-130","inc hosp"
2022-06-04,"50",59,"0-130","inc hosp"
2022-06-11,"50",43,"0-130","inc hosp"
2022-06-18,"50",77,"0-130","inc hosp"
2022-06-25,"50",43,"0-130","inc hosp"
2022-07-02,"50",49,"0-130","inc hosp"
2022-07-09,"50",32,"0-130","inc hosp"
2022-07-16,"50",24,"0-130","inc hosp"
2022-07-23,"50",37,"0-130","inc hosp"
2022-07-30,"50",52,"0-130","inc hosp"
2022-08-06,"50",42,"0-130","inc hosp"
2022-08-13,"50",51,"0-130","inc hosp"
2022-08-20,"50",32,"0-130","inc hosp"
2022-08-27,"50",55,"0-130","inc hosp"
2022-09-03,"50",37,"0-130","inc hosp"
2022-09-10,"50",44,"0-130","inc hosp"
2022-09-17,"50",43,"0-130","inc hosp"
2022-09-24,"50",55,"0-130","inc hosp"
2022-10-01,"50",45,"0-130","inc hosp"
2021-10-09,"53",778,"0-130","inc hosp"
2021-10-16,"53",740,"0-130","inc hosp"
2021-10-23,"53",669,"0-130","inc hosp"
2021-10-30,"53",689,"0-130","inc hosp"
2021-11-06,"53",678,"0-130","inc hosp"
2021-11-13,"53",614,"0-130","inc hosp"
2021-11-20,"53",517,"0-130","inc hosp"
2021-11-27,"53",462,"0-130","inc hosp"
2021-12-04,"53",507,"0-130","inc hosp"
2021-12-11,"53",499,"0-130","inc hosp"
2021-12-18,"53",473,"0-130","inc hosp"
2021-12-25,"53",561,"0-130","inc hosp"
2022-01-01,"53",906,"0-130","inc hosp"
2022-01-08,"53",1422,"0-130","inc hosp"
2022-01-15,"53",1721,"0-130","inc hosp"
2022-01-22,"53",1966,"0-130","inc hosp"
2022-01-29,"53",1669,"0-130","inc hosp"
2022-02-05,"53",1416,"0-130","inc hosp"
2022-02-12,"53",1062,"0-130","inc hosp"
2022-02-19,"53",840,"0-130","inc hosp"
2022-02-26,"53",640,"0-130","inc hosp"
2022-03-05,"53",498,"0-130","inc hosp"
2022-03-12,"53",364,"0-130","inc hosp"
2022-03-19,"53",245,"0-130","inc hosp"
2022-03-26,"53",198,"0-130","inc hosp"
2022-04-02,"53",190,"0-130","inc hosp"
2022-04-09,"53",186,"0-130","inc hosp"
2022-04-16,"53",224,"0-130","inc hosp"
2022-04-23,"53",259,"0-130","inc hosp"
2022-04-30,"53",332,"0-130","inc hosp"
2022-05-07,"53",554,"0-130","inc hosp"
2022-05-14,"53",675,"0-130","inc hosp"
2022-05-21,"53",773,"0-130","inc hosp"
2022-05-28,"53",536,"0-130","inc hosp"
2022-06-04,"53",559,"0-130","inc hosp"
2022-06-11,"53",557,"0-130","inc hosp"
2022-06-18,"53",580,"0-130","inc hosp"
2022-06-25,"53",683,"0-130","inc hosp"
2022-07-02,"53",749,"0-130","inc hosp"
2022-07-09,"53",810,"0-130","inc hosp"
2022-07-16,"53",831,"0-130","inc hosp"
2022-07-23,"53",830,"0-130","inc hosp"
2022-07-30,"53",695,"0-130","inc hosp"
2022-08-06,"53",640,"0-130","inc hosp"
2022-08-13,"53",625,"0-130","inc hosp"
2022-08-20,"53",545,"0-130","inc hosp"
2022-08-27,"53",496,"0-130","inc hosp"
2022-09-03,"53",518,"0-130","inc hosp"
2022-09-10,"53",433,"0-130","inc hosp"
2022-09-17,"53",422,"0-130","inc hosp"
2022-09-24,"53",450,"0-130","inc hosp"
2022-10-01,"53",427,"0-130","inc hosp"
2021-10-09,"55",1423,"0-130","inc hosp"
2021-10-16,"55",1316,"0-130","inc hosp"
2021-10-23,"55",1163,"0-130","inc hosp"
2021-10-30,"55",961,"0-130","inc hosp"
2021-11-06,"55",1108,"0-130","inc hosp"
2021-11-13,"55",1299,"0-130","inc hosp"
2021-11-20,"55",1483,"0-130","inc hosp"
2021-11-27,"55",1660,"0-130","inc hosp"
2021-12-04,"55",1791,"0-130","inc hosp"
2021-12-11,"55",2102,"0-130","inc hosp"
2021-12-18,"55",1986,"0-130","inc hosp"
2021-12-25,"55",1804,"0-130","inc hosp"
2022-01-01,"55",1901,"0-130","inc hosp"
2022-01-08,"55",2427,"0-130","inc hosp"
2022-01-15,"55",2657,"0-130","inc hosp"
2022-01-22,"55",2297,"0-130","inc hosp"
2022-01-29,"55",1902,"0-130","inc hosp"
2022-02-05,"55",1493,"0-130","inc hosp"
2022-02-12,"55",1108,"0-130","inc hosp"
2022-02-19,"55",771,"0-130","inc hosp"
2022-02-26,"55",595,"0-130","inc hosp"
2022-03-05,"55",432,"0-130","inc hosp"
2022-03-12,"55",256,"0-130","inc hosp"
2022-03-19,"55",256,"0-130","inc hosp"
2022-03-26,"55",216,"0-130","inc hosp"
2022-04-02,"55",152,"0-130","inc hosp"
2022-04-09,"55",152,"0-130","inc hosp"
2022-04-16,"55",176,"0-130","inc hosp"
2022-04-23,"55",221,"0-130","inc hosp"
2022-04-30,"55",367,"0-130","inc hosp"
2022-05-07,"55",359,"0-130","inc hosp"
2022-05-14,"55",480,"0-130","inc hosp"
2022-05-21,"55",469,"0-130","inc hosp"
2022-05-28,"55",494,"0-130","inc hosp"
2022-06-04,"55",490,"0-130","inc hosp"
2022-06-11,"55",511,"0-130","inc hosp"
2022-06-18,"55",503,"0-130","inc hosp"
2022-06-25,"55",513,"0-130","inc hosp"
2022-07-02,"55",463,"0-130","inc hosp"
2022-07-09,"55",540,"0-130","inc hosp"
2022-07-16,"55",564,"0-130","inc hosp"
2022-07-23,"55",647,"0-130","inc hosp"
2022-07-30,"55",642,"0-130","inc hosp"
2022-08-06,"55",680,"0-130","inc hosp"
2022-08-13,"55",722,"0-130","inc hosp"
2022-08-20,"55",629,"0-130","inc hosp"
2022-08-27,"55",648,"0-130","inc hosp"
2022-09-03,"55",593,"0-130","inc hosp"
2022-09-10,"55",526,"0-130","inc hosp"
2022-09-17,"55",514,"0-130","inc hosp"
2022-09-24,"55",513,"0-130","inc hosp"
2022-10-01,"55",456,"0-130","inc hosp"
2021-10-09,"54",614,"0-130","inc hosp"
2021-10-16,"54",537,"0-130","inc hosp"
2021-10-23,"54",449,"0-130","inc hosp"
2021-10-30,"54",428,"0-130","inc hosp"
2021-11-06,"54",368,"0-130","inc hosp"
2021-11-13,"54",370,"0-130","inc hosp"
2021-11-20,"54",384,"0-130","inc hosp"
2021-11-27,"54",382,"0-130","inc hosp"
2021-12-04,"54",428,"0-130","inc hosp"
2021-12-11,"54",524,"0-130","inc hosp"
2021-12-18,"54",447,"0-130","inc hosp"
2021-12-25,"54",442,"0-130","inc hosp"
2022-01-01,"54",588,"0-130","inc hosp"
2022-01-08,"54",657,"0-130","inc hosp"
2022-01-15,"54",775,"0-130","inc hosp"
2022-01-22,"54",853,"0-130","inc hosp"
2022-01-29,"54",965,"0-130","inc hosp"
2022-02-05,"54",841,"0-130","inc hosp"
2022-02-12,"54",701,"0-130","inc hosp"
2022-02-19,"54",536,"0-130","inc hosp"
2022-02-26,"54",449,"0-130","inc hosp"
2022-03-05,"54",329,"0-130","inc hosp"
2022-03-12,"54",214,"0-130","inc hosp"
2022-03-19,"54",141,"0-130","inc hosp"
2022-03-26,"54",130,"0-130","inc hosp"
2022-04-02,"54",105,"0-130","inc hosp"
2022-04-09,"54",70,"0-130","inc hosp"
2022-04-16,"54",77,"0-130","inc hosp"
2022-04-23,"54",72,"0-130","inc hosp"
2022-04-30,"54",101,"0-130","inc hosp"
2022-05-07,"54",115,"0-130","inc hosp"
2022-05-14,"54",141,"0-130","inc hosp"
2022-05-21,"54",166,"0-130","inc hosp"
2022-05-28,"54",181,"0-130","inc hosp"
2022-06-04,"54",214,"0-130","inc hosp"
2022-06-11,"54",240,"0-130","inc hosp"
2022-06-18,"54",190,"0-130","inc hosp"
2022-06-25,"54",224,"0-130","inc hosp"
2022-07-02,"54",260,"0-130","inc hosp"
2022-07-09,"54",291,"0-130","inc hosp"
2022-07-16,"54",325,"0-130","inc hosp"
2022-07-23,"54",369,"0-130","inc hosp"
2022-07-30,"54",381,"0-130","inc hosp"
2022-08-06,"54",387,"0-130","inc hosp"
2022-08-13,"54",376,"0-130","inc hosp"
2022-08-20,"54",366,"0-130","inc hosp"
2022-08-27,"54",342,"0-130","inc hosp"
2022-09-03,"54",309,"0-130","inc hosp"
2022-09-10,"54",320,"0-130","inc hosp"
2022-09-17,"54",320,"0-130","inc hosp"
2022-09-24,"54",249,"0-130","inc hosp"
2022-10-01,"54",196,"0-130","inc hosp"
2021-10-09,"56",223,"0-130","inc hosp"
2021-10-16,"56",272,"0-130","inc hosp"
2021-10-23,"56",235,"0-130","inc hosp"
2021-10-30,"56",213,"0-130","inc hosp"
2021-11-06,"56",191,"0-130","inc hosp"
2021-11-13,"56",157,"0-130","inc hosp"
2021-11-20,"56",151,"0-130","inc hosp"
2021-11-27,"56",120,"0-130","inc hosp"
2021-12-04,"56",103,"0-130","inc hosp"
2021-12-11,"56",110,"0-130","inc hosp"
2021-12-18,"56",85,"0-130","inc hosp"
2021-12-25,"56",75,"0-130","inc hosp"
2022-01-01,"56",56,"0-130","inc hosp"
2022-01-08,"56",81,"0-130","inc hosp"
2022-01-15,"56",113,"0-130","inc hosp"
2022-01-22,"56",146,"0-130","inc hosp"
2022-01-29,"56",185,"0-130","inc hosp"
2022-02-05,"56",165,"0-130","inc hosp"
2022-02-12,"56",145,"0-130","inc hosp"
2022-02-19,"56",101,"0-130","inc hosp"
2022-02-26,"56",57,"0-130","inc hosp"
2022-03-05,"56",41,"0-130","inc hosp"
2022-03-12,"56",31,"0-130","inc hosp"
2022-03-19,"56",25,"0-130","inc hosp"
2022-03-26,"56",15,"0-130","inc hosp"
2022-04-02,"56",8,"0-130","inc hosp"
2022-04-09,"56",19,"0-130","inc hosp"
2022-04-16,"56",10,"0-130","inc hosp"
2022-04-23,"56",8,"0-130","inc hosp"
2022-04-30,"56",4,"0-130","inc hosp"
2022-05-07,"56",18,"0-130","inc hosp"
2022-05-14,"56",21,"0-130","inc hosp"
2022-05-21,"56",17,"0-130","inc hosp"
2022-05-28,"56",25,"0-130","inc hosp"
2022-06-04,"56",33,"0-130","inc hosp"
2022-06-11,"56",42,"0-130","inc hosp"
2022-06-18,"56",67,"0-130","inc hosp"
2022-06-25,"56",60,"0-130","inc hosp"
2022-07-02,"56",70,"0-130","inc hosp"
2022-07-09,"56",65,"0-130","inc hosp"
2022-07-16,"56",69,"0-130","inc hosp"
2022-07-23,"56",68,"0-130","inc hosp"
2022-07-30,"56",81,"0-130","inc hosp"
2022-08-06,"56",72,"0-130","inc hosp"
2022-08-13,"56",57,"0-130","inc hosp"
2022-08-20,"56",60,"0-130","inc hosp"
2022-08-27,"56",33,"0-130","inc hosp"
2022-09-03,"56",47,"0-130","inc hosp"
2022-09-10,"56",27,"0-130","inc hosp"
2022-09-17,"56",45,"0-130","inc hosp"
2022-09-24,"56",43,"0-130","inc hosp"
2022-10-01,"56",67,"0-130","inc hosp"
2020-10-03,"02",33,"0-130","inc hosp"
2020-10-10,"02",38,"0-130","inc hosp"
2020-10-17,"02",62,"0-130","inc hosp"
2020-10-24,"02",54,"0-130","inc hosp"
2020-10-31,"02",69,"0-130","inc hosp"
2020-11-07,"02",91,"0-130","inc hosp"
2020-11-14,"02",121,"0-130","inc hosp"
2020-11-21,"02",121,"0-130","inc hosp"
2020-11-28,"02",154,"0-130","inc hosp"
2020-12-05,"02",134,"0-130","inc hosp"
2020-12-12,"02",102,"0-130","inc hosp"
2020-12-19,"02",100,"0-130","inc hosp"
2020-12-26,"02",60,"0-130","inc hosp"
2021-01-02,"02",69,"0-130","inc hosp"
2021-01-09,"02",76,"0-130","inc hosp"
2021-01-16,"02",54,"0-130","inc hosp"
2021-01-23,"02",35,"0-130","inc hosp"
2021-01-30,"02",29,"0-130","inc hosp"
2021-02-06,"02",25,"0-130","inc hosp"
2021-02-13,"02",26,"0-130","inc hosp"
2021-02-20,"02",37,"0-130","inc hosp"
2021-02-27,"02",33,"0-130","inc hosp"
2021-03-06,"02",30,"0-130","inc hosp"
2021-03-13,"02",31,"0-130","inc hosp"
2021-03-20,"02",42,"0-130","inc hosp"
2021-03-27,"02",33,"0-130","inc hosp"
2021-04-03,"02",45,"0-130","inc hosp"
2021-04-10,"02",43,"0-130","inc hosp"
2021-04-17,"02",33,"0-130","inc hosp"
2021-04-24,"02",50,"0-130","inc hosp"
2021-05-01,"02",48,"0-130","inc hosp"
2021-05-08,"02",33,"0-130","inc hosp"
2021-05-15,"02",31,"0-130","inc hosp"
2021-05-22,"02",16,"0-130","inc hosp"
2021-05-29,"02",16,"0-130","inc hosp"
2021-06-05,"02",25,"0-130","inc hosp"
2021-06-12,"02",17,"0-130","inc hosp"
2021-06-19,"02",9,"0-130","inc hosp"
2021-06-26,"02",13,"0-130","inc hosp"
2021-07-03,"02",18,"0-130","inc hosp"
2021-07-10,"02",36,"0-130","inc hosp"
2021-07-17,"02",46,"0-130","inc hosp"
2021-07-24,"02",76,"0-130","inc hosp"
2021-07-31,"02",91,"0-130","inc hosp"
2021-08-07,"02",85,"0-130","inc hosp"
2021-08-14,"02",123,"0-130","inc hosp"
2021-08-21,"02",122,"0-130","inc hosp"
2021-08-28,"02",131,"0-130","inc hosp"
2021-09-04,"02",154,"0-130","inc hosp"
2021-09-11,"02",199,"0-130","inc hosp"
2021-09-18,"02",192,"0-130","inc hosp"
2021-09-25,"02",182,"0-130","inc hosp"
2021-10-02,"02",156,"0-130","inc hosp"
